name,article_id
Jamalludin Bin Jumari,smrt_smrt_01098
Johor Baru-Singapore Rapid Transit System,smrt_smrt_00800|smrt_smrt_01217|smrt_smrt_01243
Joo,smrt_smrt_01025
Joo Koon,smrt_smrt_00306
Joo Koon Station,smrt_smrt_00112
Jurong East MRT,smrt_smrt_00702
Jurong Port,smrt_smrt_00487
KELVIN CHNG,smrt_smrt_00487
Khaw,smrt_smrt_00921|smrt_smrt_00947|smrt_smrt_01059
Khaw Boon Wan,smrt_smrt_00712|smrt_smrt_00902|smrt_smrt_01003|smrt_smrt_01009|smrt_smrt_01026|smrt_smrt_01031|smrt_smrt_01048|smrt_smrt_01088|smrt_smrt_01128|smrt_smrt_01153
Koh Poh Koon,smrt_smrt_00487
Koh Yong Guan,smrt_smrt_00400|smrt_smrt_00403|smrt_smrt_00407
Kuek,smrt_smrt_01399
LNG-bunker,smrt_smrt_00487
LRT,smrt_smrt_00707
LTA,smrt_smrt_00502|smrt_smrt_00506|smrt_smrt_00511|smrt_smrt_00600|smrt_smrt_00903|smrt_smrt_00976|smrt_smrt_01000|smrt_smrt_01088|smrt_smrt_01153|smrt_smrt_01442
Land Trand Transport Authority,smrt_smrt_01032
Land Transport Authority,smrt_smrt_00357|smrt_smrt_00502|smrt_smrt_00506|smrt_smrt_00511|smrt_smrt_00512|smrt_smrt_00601|smrt_smrt_00606|smrt_smrt_00729|smrt_smrt_00818|smrt_smrt_00911|smrt_smrt_01217|smrt_smrt_01442
Lee Fook Sun,smrt_smrt_00017
Lee Ling Wee,smrt_smrt_01133
Leon Perera,smrt_smrt_01088
Lianhe Zaobao,smrt_smrt_01102|smrt_smrt_01108
Lim Say Heng,smrt_smrt_01401|smrt_smrt_01405|smrt_smrt_01418
Lum Chong Chuen,smrt_smrt_00080
MOM,smrt_smrt_00100|smrt_smrt_00218
MOT,smrt_smrt_01088
MOU,smrt_smrt_00800
MP,smrt_smrt_01153
Ma.,smrt_smrt_00102
Madam Maria Elena,smrt_smrt_00002
Margaret Teo,smrt_smrt_01299|smrt_smrt_01338
Masagos,smrt_smrt_00677
McLaren,smrt_smrt_01422
McLaren Applied Technologies,smrt_smrt_01409|smrt_smrt_01422
McLaren Group,smrt_smrt_01422
McLaren Racing,smrt_smrt_01422
Ministry of Manpower,smrt_smrt_00218
Mohamad Nazaruddin,smrt_smrt_00002|smrt_smrt_00102
NSEWL,smrt_smrt_00606
NSFs,smrt_smrt_01252
NSL,smrt_smrt_00301|smrt_smrt_00323|smrt_smrt_00326|smrt_smrt_00331|smrt_smrt_00413|smrt_smrt_00506|smrt_smrt_00601|smrt_smrt_00943|smrt_smrt_01300
Ngien Hoon Ping,smrt_smrt_01153
Non-Constituency,smrt_smrt_01088
North-South,smrt_smrt_00019|smrt_smrt_00029|smrt_smrt_00116|smrt_smrt_00310|smrt_smrt_00519
Outram Park MRT,smrt_smrt_01438
PAP,smrt_smrt_01153
PSLE,smrt_smrt_00813|smrt_smrt_00821
Parliament,smrt_smrt_00888|smrt_smrt_01026|smrt_smrt_01048
Partygoers,smrt_smrt_01110
Patrick Nathan,smrt_smrt_00003|smrt_smrt_00015|smrt_smrt_00033|smrt_smrt_00080|smrt_smrt_00103|smrt_smrt_00501|smrt_smrt_00514|smrt_smrt_00702|smrt_smrt_00907|smrt_smrt_01123
Pavilion Energy,smrt_smrt_00487|smrt_smrt_01101|smrt_smrt_01103
Pls,smrt_smrt_00018
Prasarana,smrt_smrt_00800|smrt_smrt_01217
Prasarana Malaysia,smrt_smrt_01243|smrt_smrt_01283|smrt_smrt_01331
Primary School Leaving Examinations,smrt_smrt_00821
Prime Minister's Department,smrt_smrt_01331
Pritam Singh,smrt_smrt_01059
RTS,smrt_smrt_00800|smrt_smrt_01217|smrt_smrt_01243
Rail operators,smrt_smrt_01217
Rosario Ortiz,smrt_smrt_00002|smrt_smrt_00102
SBS Transit,smrt_smrt_00021|smrt_smrt_00342|smrt_smrt_00802|smrt_smrt_00807|smrt_smrt_00818|smrt_smrt_00941|smrt_smrt_01110|smrt_smrt_01115|smrt_smrt_01132|smrt_smrt_01310
SEAB,smrt_smrt_00822
SINGAPORE - Rail,smrt_smrt_00802|smrt_smrt_00906|smrt_smrt_01243
SINGAPORE - Singapore,smrt_smrt_00510
SLE,smrt_smrt_00650
SM Ong: Welcome to the Blamed For MRT,smrt_smrt_00947
SMRT,smrt_smrt_00000|smrt_smrt_00001|smrt_smrt_00002|smrt_smrt_00003|smrt_smrt_00012|smrt_smrt_00015|smrt_smrt_00017|smrt_smrt_00018|smrt_smrt_00019|smrt_smrt_00021|smrt_smrt_00029|smrt_smrt_00033|smrt_smrt_00080|smrt_smrt_00100|smrt_smrt_00101|smrt_smrt_00102|smrt_smrt_00103|smrt_smrt_00108|smrt_smrt_00112|smrt_smrt_00116|smrt_smrt_00147|smrt_smrt_00203|smrt_smrt_00208|smrt_smrt_00218|smrt_smrt_00236|smrt_smrt_00301|smrt_smrt_00306|smrt_smrt_00308|smrt_smrt_00310|smrt_smrt_00318|smrt_smrt_00323|smrt_smrt_00326|smrt_smrt_00349|smrt_smrt_00367|smrt_smrt_00400|smrt_smrt_00402|smrt_smrt_00403|smrt_smrt_00404|smrt_smrt_00407|smrt_smrt_00413|smrt_smrt_00446|smrt_smrt_00497|smrt_smrt_00501|smrt_smrt_00502|smrt_smrt_00504|smrt_smrt_00506|smrt_smrt_00511|smrt_smrt_00512|smrt_smrt_00514|smrt_smrt_00536|smrt_smrt_00553|smrt_smrt_00600|smrt_smrt_00601|smrt_smrt_00610|smrt_smrt_00612|smrt_smrt_00613|smrt_smrt_00677|smrt_smrt_00681|smrt_smrt_00701|smrt_smrt_00702|smrt_smrt_00705|smrt_smrt_00706|smrt_smrt_00707|smrt_smrt_00709|smrt_smrt_00712|smrt_smrt_00729|smrt_smrt_00790|smrt_smrt_00800|smrt_smrt_00802|smrt_smrt_00803|smrt_smrt_00805|smrt_smrt_00807|smrt_smrt_00810|smrt_smrt_00813|smrt_smrt_00818|smrt_smrt_00821|smrt_smrt_00855|smrt_smrt_00880|smrt_smrt_00888|smrt_smrt_00901|smrt_smrt_00902|smrt_smrt_00903|smrt_smrt_00906|smrt_smrt_00907|smrt_smrt_00911|smrt_smrt_00914|smrt_smrt_00920|smrt_smrt_00921|smrt_smrt_00924|smrt_smrt_00927|smrt_smrt_00939|smrt_smrt_00941|smrt_smrt_00947|smrt_smrt_00976|smrt_smrt_01000|smrt_smrt_01009|smrt_smrt_01025|smrt_smrt_01031|smrt_smrt_01032|smrt_smrt_01038|smrt_smrt_01046|smrt_smrt_01048|smrt_smrt_01049|smrt_smrt_01059|smrt_smrt_01098|smrt_smrt_01101|smrt_smrt_01102|smrt_smrt_01105|smrt_smrt_01108|smrt_smrt_01110|smrt_smrt_01112|smrt_smrt_01115|smrt_smrt_01116|smrt_smrt_01120|smrt_smrt_01123|smrt_smrt_01128|smrt_smrt_01132|smrt_smrt_01133|smrt_smrt_01139|smrt_smrt_01153|smrt_smrt_01160|smrt_smrt_01177|smrt_smrt_01198|smrt_smrt_01202|smrt_smrt_01206|smrt_smrt_01213|smrt_smrt_01214|smrt_smrt_01217|smrt_smrt_01230|smrt_smrt_01231|smrt_smrt_01234|smrt_smrt_01243|smrt_smrt_01252|smrt_smrt_01283|smrt_smrt_01294|smrt_smrt_01299|smrt_smrt_01300|smrt_smrt_01303|smrt_smrt_01308|smrt_smrt_01310|smrt_smrt_01317|smrt_smrt_01331|smrt_smrt_01338|smrt_smrt_01348|smrt_smrt_01399|smrt_smrt_01400|smrt_smrt_01401|smrt_smrt_01405|smrt_smrt_01409|smrt_smrt_01413|smrt_smrt_01418|smrt_smrt_01422|smrt_smrt_01425|smrt_smrt_01442|smrt_smrt_01445|smrt_smrt_01461
Seah Moon Ming,smrt_smrt_00012|smrt_smrt_00017|smrt_smrt_00400|smrt_smrt_00487|smrt_smrt_00712|smrt_smrt_00921|smrt_smrt_01101|smrt_smrt_01102|smrt_smrt_01103|smrt_smrt_01108|smrt_smrt_01128|smrt_smrt_01153
Services,smrt_smrt_01049
Shorter EWL,smrt_smrt_01116
Singapore Mass rapid Transit,smrt_smrt_00331
Siu Yow Wee,smrt_smrt_00924
Spate,smrt_smrt_00116
Staff,smrt_smrt_00855
Surprise passenger,smrt_smrt_00002
TEL,smrt_smrt_00802|smrt_smrt_00807|smrt_smrt_00818
THE BUSINESS TIMES,smrt_smrt_01101
TWE,smrt_smrt_00506|smrt_smrt_00601
Tan,smrt_smrt_00033
Tanah Merah,smrt_smrt_00808|smrt_smrt_00810|smrt_smrt_00813|smrt_smrt_00821|smrt_smrt_00822
Temasek Holdings,smrt_smrt_01101
Teo,smrt_smrt_00803
Thales,smrt_smrt_00506|smrt_smrt_01003
The Land Transport Authority,smrt_smrt_00903
The Straits Times,smrt_smrt_00103|smrt_smrt_00301|smrt_smrt_00323|smrt_smrt_01438
Thomson,smrt_smrt_00802|smrt_smrt_00807|smrt_smrt_00818|smrt_smrt_00941
Track Access Management Office,smrt_smrt_00203|smrt_smrt_00803
Transport Minister,smrt_smrt_00712
Transport Ministry,smrt_smrt_01088
Uber,smrt_smrt_01177
Uma Venkatraman,smrt_smrt_00318
Valentino,smrt_smrt_00947
Volvo,smrt_smrt_00033
WeCare,smrt_smrt_00709
WeCare Shop,smrt_smrt_00705
William Tan Seng Koon,smrt_smrt_00017
Wong Lai Cheng,smrt_smrt_00015
Workers' Party,smrt_smrt_01088
World Bank,smrt_smrt_01177
Zachary Sebastian,smrt_smrt_01230
Zakaria Bin Mohamed Shariff,smrt_smrt_01098
Zulkifli Bin Marwi,smrt_smrt_01098
