source,target,link_type,article_id
Eastern Shipbuilding Group,OSD,ORGANIZATION,nam_cheong_00110
Eastern Shipbuilding Group,Remontowa,PERSON,nam_cheong_00145
Eastern Shipbuilding Group,Shipyard DeHoop,PERSON,nam_cheong_00110|nam_cheong_00145
Eastern Shipbuilding Group,VT Halter Marine,ORGANIZATION,nam_cheong_00099
Eastern Shipbuilding Group,Vard Group,ORGANIZATION,nam_cheong_00099|nam_cheong_00142|nam_cheong_00145
FSL Trust,Singapore Exchange,ORGANIZATION,nam_cheong_00061
Harvey Shipyards,VT Halter Marine,ORGANIZATION,nam_cheong_00099
Harvey Shipyards,Vard Group,ORGANIZATION,nam_cheong_00099
Havila Shipping,Intermarine,ORGANIZATION,nam_cheong_00129|nam_cheong_00137|nam_cheong_00148|nam_cheong_00149|nam_cheong_00151
Havila Shipping,KG Offshore Services,ORGANIZATION,nam_cheong_00137|nam_cheong_00149
Havila Shipping,Odyssea Marine,ORGANIZATION,nam_cheong_00129|nam_cheong_00148|nam_cheong_00151
Henderson Land Development,Hong Kong Council of Social,ORGANIZATION,nam_cheong_00083
High Court,NAM Cheong,PERSON,nam_cheong_00016
Hong Kong Council of Social Service,NGO,PERSON,nam_cheong_00107
Intermarine,KG Offshore Services,ORGANIZATION,nam_cheong_00137|nam_cheong_00149
Intermarine,Odyssea Marine,ORGANIZATION,nam_cheong_00129|nam_cheong_00148|nam_cheong_00151
JV,Marco Polo,PERSON,nam_cheong_00010
Key Manufacturers of Platform Supply Vessels,PSV,ORGANIZATION,nam_cheong_00156
Key Manufacturers of Platform Supply Vessels,VT Halter Marine,ORGANIZATION,nam_cheong_00156
Key Manufacturers of Platform Supply Vessels,Vard Group,ORGANIZATION,nam_cheong_00156
Kowloon Tong MTR Station,Marcus Lee Cheuk,PERSON,nam_cheong_00108
Kowloon Tong MTR Station,Yuong,PERSON,nam_cheong_00108
MCM,Nam Cheong Group,ORGANIZATION,nam_cheong_00124
MCM,Perisai Petroleum Teknologi Bhd,ORGANIZATION,nam_cheong_00124
MCM,Petronas,ORGANIZATION,nam_cheong_00124
Manufacturers,Market Segment,ORGANIZATION,nam_cheong_00139
Manufacturers,VT Halter Marine,ORGANIZATION,nam_cheong_00138|nam_cheong_00139
Manufacturers,Vard Group,ORGANIZATION,nam_cheong_00138|nam_cheong_00139
Marcus Lee Cheuk,Yuong,PERSON,nam_cheong_00108
Market Global Players 2018: Nam Cheong,PSV,PERSON,nam_cheong_00075
Market Global Players 2018: Nam Cheong,Remontowa,PERSON,nam_cheong_00075
Market Segment,VT Halter Marine,ORGANIZATION,nam_cheong_00139
Market Segment,Vard Group,ORGANIZATION,nam_cheong_00139
Midland Realty,SHKP,ORGANIZATION,nam_cheong_00104
NAM Cheong Offshore Pte Ltd,Paya,PERSON,nam_cheong_00014
Nam Cheong,OCBC,ORGANIZATION,nam_cheong_00007
Nam Cheong Group,Perisai Petroleum Teknologi Bhd,ORGANIZATION,nam_cheong_00124
Nam Cheong Group,Petronas,ORGANIZATION,nam_cheong_00124
Nam Cheong Group Bhd,Perisai Petroleum Teknologi Bhd,ORGANIZATION,nam_cheong_00116
Nam Cheong MTR,Sun Hung Kai Properties,ORGANIZATION,nam_cheong_00043|nam_cheong_00096|nam_cheong_00101|nam_cheong_00131
OSD,Shipyard DeHoop,PERSON,nam_cheong_00110
PSV,Remontowa,PERSON,nam_cheong_00075
PSV,VT Halter Marine,ORGANIZATION,nam_cheong_00106|nam_cheong_00119|nam_cheong_00141|nam_cheong_00156
PSV,Vard Group,ORGANIZATION,nam_cheong_00106|nam_cheong_00119|nam_cheong_00141|nam_cheong_00156
Perisai Petroleum Teknologi Bhd,Petronas,ORGANIZATION,nam_cheong_00124
Players,VT Halter Marine,PERSON,nam_cheong_00136
Players,Vard Group,PERSON,nam_cheong_00136
Remontowa,Shipyard DeHoop,PERSON,nam_cheong_00145
Remontowa,Vard Group,PERSON,nam_cheong_00145
Shipyard DeHoop,VT Halter Marine,PERSON,nam_cheong_00133
Shipyard DeHoop,Vard Group,PERSON,nam_cheong_00133|nam_cheong_00145
Sun Hung Kai Properties,Victor Lui,PERSON,nam_cheong_00064
Top Manufacturers of Aluminum Billets Market,VT Halter Marine,ORGANIZATION,nam_cheong_00160
Top Manufacturers of Aluminum Billets Market,Vard Group,ORGANIZATION,nam_cheong_00160
VT Halter Marine,Vard Group,ORGANIZATION,nam_cheong_00099|nam_cheong_00106|nam_cheong_00119|nam_cheong_00133|nam_cheong_00134|nam_cheong_00136|nam_cheong_00138|nam_cheong_00139|nam_cheong_00140|nam_cheong_00141|nam_cheong_00156|nam_cheong_00160|nam_cheong_00163
