name,article_id
Singapore Medical Group,lifescan_imaging_00003
Southbury Medical Associates Joins Alliance Medical Group,alliance_medical_group_00000
Spotify Technology SA,hc_surgical_specialists_limited_00000|hc_surgical_specialists_limited_00002|hc_surgical_specialists_limited_00003
TBS Group,alliance_medical_group_00038
TBS Group S.p.A.,alliance_medical_group_00018|alliance_medical_group_00020|alliance_medical_group_00027|alliance_medical_group_00032|alliance_medical_group_00035
Technologie Sanitarie S.p.A.,alliance_medical_group_00018|alliance_medical_group_00020|alliance_medical_group_00027|alliance_medical_group_00032|alliance_medical_group_00035
The Competition Tribunal,alliance_medical_group_00014
Waterbury Health: Ermal Molla,alliance_medical_group_00017
"Waterbury Health: Southbury Medical Associates, LLP",alliance_medical_group_00000
Wells Fargo,hc_surgical_specialists_limited_00000|hc_surgical_specialists_limited_00002|hc_surgical_specialists_limited_00003|hc_surgical_specialists_limited_00004
